id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,thumbnailUrl,url,broad_category,hierarchical_label,local_path
5361,T03841,"Ginner, Charles",artist,1175,Victoria Embankment Gardens,1912,Oil paint on canvas,Purchased 1984,1912.0,1984.0,support: 664 x 461 mm frame: 788 x 590 x 50 mm,664.0,461.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/8d4440aaa8bd40ca9862ba75afc3e547,http://www.tate.org.uk/art/artworks/ginner-victoria-embankment-gardens-t03841,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\8d4440aaa8bd40ca9862ba75afc3e547
5620,T00033,"Greaves, Derrick",artist,1210,Domes of Venice,19534,Oil paint on canvas,Presented by the Trustees of the Chantrey Bequest 1955,1953.0,1955.0,support: 1841 x 1549 mm frame: 1925 x 1635 x 75 mm,1841.0,1549.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/9a6b802412a149ab339c84cbf02fde74,http://www.tate.org.uk/art/artworks/greaves-domes-of-venice-t00033,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\9a6b802412a149ab339c84cbf02fde74
14869,N02694,"Turner, Joseph Mallord William",artist,558,"House beside the River, with Trees and Sheep",c.18067,Oil paint on canvas,Accepted by the nation as part of the Turner Bequest 1856,1806.0,1856.0,support: 905 x 1165 mm frame: 1140 x 1460 x 140 mm,905.0,1165.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/2aeb27ed401059aa9cd67db6ade4a71e,http://www.tate.org.uk/art/artworks/turner-house-beside-the-river-with-trees-and-sheep-n02694,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\2aeb27ed401059aa9cd67db6ade4a71e
112280,T13341,"Williams, Aubrey",artist,2314,Death and the Conquistador,1959,Oil paint on canvas,Purchased 2011,1959.0,2011.0,confirmed: 835 x 1338 x 22 mm,835.0,1338.0,22.0,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/5b3facde4fc957888eea5cdae6d297e5,http://www.tate.org.uk/art/artworks/williams-death-and-the-conquistador-t13341,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\5b3facde4fc957888eea5cdae6d297e5
15028,T03887,"Turner, Joseph Mallord William",artist,558,Jessica,exhibited 1830,Oil paint on canvas,Accepted by HM Government in lieu of tax and allocated to the Tate Gallery 1984. In situ at Petworth House,1830.0,1984.0,support: 1220 x 915 mm frame: 1423 x 1118 x 110 mm,1220.0,915.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/c43768a5fabf84c2f143291405858912,http://www.tate.org.uk/art/artworks/turner-jessica-t03887,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\c43768a5fabf84c2f143291405858912
13258,T00119,"Scott, William",artist,1916,Winter Still Life,1956,Oil paint on canvas,Presented by the Contemporary Art Society 1957,1956.0,1957.0,support: 914 x 1524 mm frame: 963 x 1572 x 69 mm,914.0,1524.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/266e50cf4aa51ef1c58e0f55f2b07b3b,http://www.tate.org.uk/art/artworks/scott-winter-still-life-t00119,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\266e50cf4aa51ef1c58e0f55f2b07b3b
117931,T13576,"Green, Alan",artist,1212,Broken Blue Angle,1992,Oil paint on canvas,Presented by the artist's estate 2011,1992.0,2012.0,support: 2403 x 2600 mm,2403.0,2600.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/1aaf192c05e74d84e98d81f0cda8c0df,http://www.tate.org.uk/art/artworks/green-broken-blue-angle-t13576,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\1aaf192c05e74d84e98d81f0cda8c0df
14946,N05486,"Turner, Joseph Mallord William",artist,558,Sunset From the Top of the Rigi,c.1844,Oil paint on canvas,Accepted by the nation as part of the Turner Bequest 1856,1844.0,1856.0,support: 711 x 965 mm frame: 836 x 1096 x 57 mm,711.0,965.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/2562d97f8ca1a6d9b0ed792a1a454270,http://www.tate.org.uk/art/artworks/turner-sunset-from-the-top-of-the-rigi-n05486,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\2562d97f8ca1a6d9b0ed792a1a454270
8527,T03118,"L�ger, Fernand",artist,1488,The Acrobat and his Partner,1948,Oil paint on canvas,Purchased 1980,1948.0,1980.0,support: 1302 x 1626 mm frame: 1402 x 1727 x 75 mm,1302.0,1626.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/329fd615d494f5fd0f6c693e94ae4f87,http://www.tate.org.uk/art/artworks/leger-the-acrobat-and-his-partner-t03118,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\329fd615d494f5fd0f6c693e94ae4f87
110,T12615,"Pasmore, Victor",artist,1744,"The Hanging Gardens of Hammersmith, No. 1",19447,Oil paint on canvas,"Bequeathed by Simon Sainsbury 2006, accessioned 2008",1944.0,2008.0,support: 791 x 1097 x 25 mm,791.0,1097.0,25.0,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/e2024526ce87596bf3dd59a2ac4fc3e1,http://www.tate.org.uk/art/artworks/pasmore-the-hanging-gardens-of-hammersmith-no-1-t12615,Oil,Oil > Oil paint on canvas,D:/venv sa python 3.9/tate_images\e2024526ce87596bf3dd59a2ac4fc3e1
2392,P02292,"Cohen, Harold",artist,925,Untitled,1971,Screenprint on paper,Presented by the artist 1976,1971.0,1976.0,image: 318 x 394 mm,318.0,394.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/42ea7a03fcc9885f5220caecdad747c0,http://www.tate.org.uk/art/artworks/cohen-untitled-p02292,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\42ea7a03fcc9885f5220caecdad747c0
8067,P04508,"Kitaj, R.B.",artist,1416,Bedroom,1971,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1971.0,1975.0,support: 688 x 943 mm,688.0,943.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/e8075330f83d1232cd042c75edbd26b6,http://www.tate.org.uk/art/artworks/kitaj-bedroom-p04508,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\e8075330f83d1232cd042c75edbd26b6
7795,P04407,"Kadishman, Menashe",artist,1380,[title not known],1974,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1974.0,1975.0,image: 613 x 914 mm,613.0,914.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/31537b3bded33dbe778b6750dda3b483,http://www.tate.org.uk/art/artworks/kadishman-title-not-known-p04407,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\31537b3bded33dbe778b6750dda3b483
21161,P77697,"Self, Colin",artist,1922,Power and Beauty No. 1,1968,Screenprint on paper,Purchased 1994,1968.0,1994.0,image: 679 x 1043 mm,679.0,1043.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/24ff843709aff991c53482237356972e,http://www.tate.org.uk/art/artworks/self-power-and-beauty-no-1-p77697,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\24ff843709aff991c53482237356972e
14315,P05230,"Tilson, Joe",artist,2043,Namings and Origins,1973,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1973.0,1975.0,image: 1019 x 714 mm,1019.0,714.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/c2046c3a5675e47eebfda1f8a60021c3,http://www.tate.org.uk/art/artworks/tilson-namings-and-origins-p05230,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\c2046c3a5675e47eebfda1f8a60021c3
11653,P04949,"Phillips, Esq Tom",artist,1764,A Humument Cartoon,1970,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1970.0,1975.0,image: 356 x 505 mm,356.0,505.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/c2bf9ca7572f8012977e00012aaf01ca,http://www.tate.org.uk/art/artworks/phillips-a-humument-cartoon-p04949,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\c2bf9ca7572f8012977e00012aaf01ca
11902,P03236,"Pinkney, Richard",artist,1772,[title not known],1971,Screenprint on paper,Presented by Tetrad Press 1978,1971.0,1978.0,image: 254 x 254 mm,254.0,254.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/df2304363835dc41d8b96fc268120bab,http://www.tate.org.uk/art/artworks/pinkney-title-not-known-p03236,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\df2304363835dc41d8b96fc268120bab
12701,P77286,"Baumgarten, Lothar",artist,706,Metals,1985,Screenprint on paper,Purchased 1989,1985.0,1989.0,image: 597 x 851 mm,597.0,851.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/cf285d8dea4fa24cb398c9671962de75,http://www.tate.org.uk/art/artworks/baumgarten-metals-p77286,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\cf285d8dea4fa24cb398c9671962de75
1348,P04054,"Boshier, Derek",artist,785,Output,1966,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1966.0,1975.0,image: 467 x 816 mm,467.0,816.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/4e1163f99ae15472b914795fb8834ac5,http://www.tate.org.uk/art/artworks/boshier-output-p04054,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\4e1163f99ae15472b914795fb8834ac5
9116,P02944,"Mackenzie, Warren",artist,1546,Untitled,1951,Screenprint on paper,Presented by the artist 1986,1951.0,1986.0,image: 378 x 210 mm,378.0,210.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/525602150a6a9e973b0af7b5110c5f50,http://www.tate.org.uk/art/artworks/mackenzie-untitled-p02944,Print,Print > Screenprint on paper,D:/venv sa python 3.9/tate_images\525602150a6a9e973b0af7b5110c5f50
3639,P06107,"Davie, Alan",artist,979,Italian Image,1973,Lithograph on paper,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,1973.0,1975.0,image: 333 x 613 mm,333.0,613.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/a2bb7543b81f1cda319e996798577be7,http://www.tate.org.uk/art/artworks/davie-italian-image-p06107,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\a2bb7543b81f1cda319e996798577be7
19013,P77415,"Dine, Jim",artist,1009,The Crash #3,1960,Lithograph on paper,Purchased 1990,1960.0,1990.0,image: 525 x 440 mm,525.0,440.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/0eb7dfeddd33997f338b6ce22db3a57d,http://www.tate.org.uk/art/artworks/dine-the-crash-3-p77415,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\0eb7dfeddd33997f338b6ce22db3a57d
5877,P01164,"Hayden, Henri",artist,1255,Green Landscape,1968,Lithograph on paper,Presented by Waddington Galleries through the Institute of Contemporary Prints 1975,1968.0,1975.0,image: 346 x 495 mm,346.0,495.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/f044eb2b8bacff30b2d9c865277e4f4a,http://www.tate.org.uk/art/artworks/hayden-green-landscape-p01164,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\f044eb2b8bacff30b2d9c865277e4f4a
67342,P11819,"Freedman, Barnett",artist,1116,Untitled,1942,Lithograph on paper,Presented by Robert Simon 1976,1942.0,1976.0,unconfirmed: 940 x 584 mm,940.0,584.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/47301c72ba35af99488adf3e70c4e86b,http://www.tate.org.uk/art/artworks/freedman-untitled-p11819,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\47301c72ba35af99488adf3e70c4e86b
5094,P06636,"Gentleman, David",artist,1148,Dundas Aqueduct,1975,Lithograph on paper,Presented by Curwen Studio 1976,1975.0,1976.0,image: 503 x 389 mm,503.0,389.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/209d996ccc83775d43cdc928a9b3da8c,http://www.tate.org.uk/art/artworks/gentleman-dundas-aqueduct-p06636,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\209d996ccc83775d43cdc928a9b3da8c
4318,P07928,"Hamilton Finlay, Ian",artist,1093,Death to the Arts Council,1982,Lithograph on paper,Purchased 1983,1982.0,1983.0,image: 305 x 432 mm,305.0,432.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/e9423facb956d1b64744b0f8048fdc04,http://www.tate.org.uk/art/artworks/hamilton-finlay-death-to-the-arts-council-p07928,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\e9423facb956d1b64744b0f8048fdc04
9944,P02575,"Moore, Henry, OM, CH",artist,1659,Shipwreck II,1973,Lithograph on paper,Presented by the Henry Moore Foundation 1982,1973.0,1982.0,image: 257 x 345 mm,257.0,345.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/c674cebe957c256e89b20c24394746cd,http://www.tate.org.uk/art/artworks/moore-shipwreck-ii-p02575,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\c674cebe957c256e89b20c24394746cd
26551,P78254,"Coldwell, Paul",artist,2688,[title not known],1998,Lithograph on paper,Purchased 1999,1998.0,1999.0,image: 275 x 397 mm,275.0,397.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/d78a204c1e28c639cc2846c0cf227cca,http://www.tate.org.uk/art/artworks/coldwell-title-not-known-p78254,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\d78a204c1e28c639cc2846c0cf227cca
1558,P06633,"Brook, Peter",artist,816,FEBRUARY Fill-Dyke in Wigan,19767,Lithograph on paper,Presented by Curwen Studio 1978,1976.0,1978.0,image: 510 x 711 mm,510.0,711.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/a7c6b55b8190f5e6c377d448f408a39c,http://www.tate.org.uk/art/artworks/brook-february-fill-dyke-in-wigan-p06633,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\a7c6b55b8190f5e6c377d448f408a39c
26542,P78278,"Coldwell, Paul",artist,2688,[title not known],1998,Lithograph on paper,Purchased 1999,1998.0,1999.0,image: 275 x 397 mm,275.0,397.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/24fe680914fcdfacda250938b4f0494b,http://www.tate.org.uk/art/artworks/coldwell-title-not-known-p78278,Engraving,Engraving > Lithograph on paper,D:/venv sa python 3.9/tate_images\24fe680914fcdfacda250938b4f0494b
35544,D08155,"Turner, Joseph Mallord William",artist,558,Solitude (The Reading Magdalene),c.1808,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1808.0,1856.0,support: 185 x 260 mm,185.0,260.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/cef211c18a36e05d02ce07cd68d4cfeb,http://www.tate.org.uk/art/artworks/turner-solitude-the-reading-magdalene-d08155,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\cef211c18a36e05d02ce07cd68d4cfeb
3995,N02233,"Downman, John",artist,159,Lady Clarges,1790,Watercolour on paper,Bequeathed by Miss Julia Emily Gordon 1896,1790.0,1896.0,support: 203 x 165 mm,203.0,165.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/69a7eaab4ecb841cb17a0fd5cbb2160b,http://www.tate.org.uk/art/artworks/downman-lady-clarges-n02233,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\69a7eaab4ecb841cb17a0fd5cbb2160b
54897,D27570,"Turner, Joseph Mallord William",artist,558,Vignette Study of Figures; for Campbells Poetical Works,c.18356,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1835.0,1856.0,support: 171 x 227 mm,171.0,227.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/3c6836f78b867087033ec4d474a7fd1b,http://www.tate.org.uk/art/artworks/turner-vignette-study-of-figures-for-campbells-poetical-works-d27570,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\3c6836f78b867087033ec4d474a7fd1b
63400,D36315,"Turner, Joseph Mallord William",artist,558,Figures in a Storm,c.183545,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1835.0,1856.0,support: 354 x 507 mm,354.0,507.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/3345ce3524786cd0a7ca577a058e6d2b,http://www.tate.org.uk/art/artworks/turner-figures-in-a-storm-d36315,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\3345ce3524786cd0a7ca577a058e6d2b
62997,D35909,"Turner, Joseph Mallord William",artist,558,Rain Storm,after c.1830,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 224 x 280 mm,224.0,280.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/83ffa800674adc19ca4d2b38dd5e1dc4,http://www.tate.org.uk/art/artworks/turner-rain-storm-d35909,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\83ffa800674adc19ca4d2b38dd5e1dc4
2262,N05274,"Clarke Hall, Lady Edna",artist,914,Justin Reading,1932,Watercolour on paper,Purchased 1941,1932.0,1941.0,support: 340 x 505 mm,340.0,505.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/945043ff5dfbb7cd9bc6242257305495,http://www.tate.org.uk/art/artworks/clarke-hall-justin-reading-n05274,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\945043ff5dfbb7cd9bc6242257305495
52583,D25246,"Turner, Joseph Mallord William",artist,558,Castle Upnor,c.182930,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1829.0,1856.0,support: 330 x 551 mm,330.0,551.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/3a85c13ade97a080235b727341306147,http://www.tate.org.uk/art/artworks/turner-castle-upnor-d25246,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\3a85c13ade97a080235b727341306147
20510,T06636,"Hamilton, Richard",artist,1244,Out and up,c.19512,Watercolour on paper,Accepted by HM Government in lieu of tax and allocated to the Tate Gallery 1992,1951.0,1992.0,unconfirmed: 344 x 486 mm frame: 503 x 632 x 40 mm,344.0,486.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/f8ebfc74ce4963bda9ea4f3332a35cbe,http://www.tate.org.uk/art/artworks/hamilton-out-and-up-t06636,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\f8ebfc74ce4963bda9ea4f3332a35cbe
39832,D12464,"Turner, Joseph Mallord William",artist,558,Study of Sky,c.181618,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1816.0,1856.0,support: 125 x 247 mm,125.0,247.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/6cef6dd37eae00772cc908eb39604d00,http://www.tate.org.uk/art/artworks/turner-study-of-sky-d12464,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\6cef6dd37eae00772cc908eb39604d00
52557,D25220,"Turner, Joseph Mallord William",artist,558,Oxford from North Hinksey,c.18379,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1837.0,1856.0,support: 347 x 505 mm,347.0,505.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/c2a2e4dba8d07c4230a95e9e580b8906,http://www.tate.org.uk/art/artworks/turner-oxford-from-north-hinksey-d25220,Watercolour,Watercolour > Watercolour on paper,D:/venv sa python 3.9/tate_images\c2a2e4dba8d07c4230a95e9e580b8906
23300,T09718,"Murray, Charles Fairfax",artist,394,Portrait of Ruskin as St Paul,date not known,Graphite and watercolour on paper,Purchased as part of the Opp� Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 347 x 174 mm,347.0,174.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/43e40b84c2625a869f2dd3b65361eef7,http://www.tate.org.uk/art/artworks/murray-portrait-of-ruskin-as-st-paul-t09718,Graphite,Graphite > Graphite and watercolour on paper,D:/venv sa python 3.9/tate_images\43e40b84c2625a869f2dd3b65361eef7
